,team,position,Height,Weight,Birthdate,Full_name,age,First_name,Last_name,player
441,MIL,F,"6'10""",225,6/13/1983, Steve  Novak,33.8699520876,Steve,Novak,S. NovakS. Novak
442,DAL,F/C,"7'0""",245,6/19/1978, Dirk  Nowitzki,38.8528405202,Dirk,Nowitzki,D. NowitzkiD. Nowitzki
443,POR,C,"7'0""",279,8/23/1994, Jusuf  Nurkic,22.674880219,Jusuf,Nurkic,J. NurkicJ. Nurkic
444,LAL,SG,"6'4""",210,1/14/1993, David  Nwaba,24.2792607803,David,Nwaba,D. NwabaD. Nwaba
445,FA,SF,"6'7""",228,4/08/1992, JJ  O'Brien,25.0485968515,JJ,O'Brien,J. O'BrienJ. O'Brien
446,CHA,PF,"6'9""",265,6/01/1993, Johnny  O'Bryant III,23.9014373717,Johnny,O'Bryant III,J. O'Bryant IIIJ. O'Bryant III
447,NY,F/C,"6'9""",250,3/26/1990, Kyle  O'Quinn,27.0855578371,Kyle,O'Quinn,K. O'QuinnK. O'Quinn
448,WSH,C,"6'11""",245,12/15/1993, Daniel  Ochefu,23.3620807666,Daniel,Ochefu,D. OchefuD. Ochefu
449,PHI,C,"6'11""",265,12/15/1995, Jahlil  Okafor,21.363449692,Jahlil,Okafor,J. OkaforJ. Okafor
450,OKC,G,"6'4""",210,5/04/1992, Victor  Oladipo,24.977412731,Victor,Oladipo,V. OladipoV. Oladipo
451,BOS,C,"7'0""",238,4/19/1991, Kelly  Olynyk,26.0205338809,Kelly,Olynyk,K. OlynykK. Olynyk
452,ORL,PF,"6'10""",275,7/13/1987, Arinze  Onuaku,29.787816564,Arinze,Onuaku,A. OnuakuA. Onuaku
453,HOU,C,"6'10""",245,11/01/1996, Chinanu  Onuaku,20.4818617385,Chinanu,Onuaku,C. OnuakuC. Onuaku
454,WSH,SF,"6'7""",205,12/09/1995, Kelly  Oubre Jr.,21.3798767967,Kelly,Oubre Jr.,K. Oubre Jr.K. Oubre Jr.
455,GS,C,"6'11""",270,2/10/1984, Zaza  Pachulia,33.2073921971,Zaza,Pachulia,Z. PachuliaZ. Pachulia
456,FA,PG,"6'2""",175,9/11/1993, Marcus  Paige,23.6221765914,Marcus,Paige,M. PaigeM. Paige
457,SAC,C,"7'1""",240,7/03/1997, Georgios  Papagiannis,19.8138261465,Georgios,Papagiannis,G. PapagiannisG. Papagiannis
458,MIL,F,"6'8""",250,3/15/1995, Jabari  Parker,22.1163586585,Jabari,Parker,J. ParkerJ. Parker
459,SA,PG,"6'2""",185,5/17/1982, Tony  Parker,34.9431895962,Tony,Parker,T. ParkerT. Parker
460,MEM,F,"6'10""",230,10/25/1988, Chandler  Parsons,28.501026694,Chandler,Parsons,C. ParsonsC. Parsons
461,ATL,SG,"6'5""",225,8/12/1991, Lamar  Patterson,25.7056810404,Lamar,Patterson,L. PattersonL. Patterson
462,TOR,F/C,"6'9""",230,3/14/1989, Patrick  Patterson,28.1177275838,Patrick,Patterson,P. PattersonP. Patterson
463,FA,SG,"6'4""",205,4/30/1991, Brandon  Paul,25.9904175222,Brandon,Paul,B. PaulB. Paul
464,LAC,PG,"6'0""",175,5/06/1985, Chris  Paul,31.9726214921,Chris,Paul,C. PaulC. Paul
465,MIN,PF,"6'10""",237,2/19/1991, Adreian  Payne,26.1820670773,Adreian,Payne,A. PayneA. Payne
466,CHI,PG,"6'3""",185,8/08/1994, Cameron  Payne,22.7159479808,Cameron,Payne,C. PayneC. Payne
467,ORL,PG,"6'4""",185,2/22/1994, Elfrid  Payton,23.1731690623,Elfrid,Payton,E. PaytonE. Payton
468,MIL,SG,"6'3""",190,12/01/1992, Gary  Payton II,24.3997262149,Gary,Payton II,G. Payton IIG. Payton II
469,MIN,C,"6'11""",307,1/03/1986, Nikola  Pekovic,31.3100616016,Nikola,Pekovic,N. PekovicN. Pekovic
470,FA,C,"6'10""",270,11/10/1984, Kendrick  Perkins,32.4572210815,Kendrick,Perkins,K. PerkinsK. Perkins
471,LAC,F,"6'7""",235,10/13/1977, Paul  Pierce,39.5345653662,Paul,Pierce,P. PierceP. Pierce
472,FA,C,"7'3""",262,11/02/1989, Tibor  Pleiss,27.4798083504,Tibor,Pleiss,T. PleissT. Pleiss
473,NY,C,"7'0""",250,7/14/1992, Marshall  Plumlee,24.7830253251,Marshall,Plumlee,M. PlumleeM. Plumlee
474,DEN,F/C,"6'11""",255,3/05/1990, Mason  Plumlee,27.1430527036,Mason,Plumlee,M. PlumleeM. Plumlee
475,CHA,F/C,"6'11""",249,9/01/1988, Miles  Plumlee,28.6488706366,Miles,Plumlee,M. PlumleeM. Plumlee
476,TOR,C,"7'0""",248,10/15/1995, Jakob  Poeltl,21.53045859,Jakob,Poeltl,J. PoeltlJ. Poeltl
477,NO,G/F,"6'7""",225,3/10/1988, Quincy  Pondexter,29.1279945243,Quincy,Pondexter,Q. PondexterQ. Pondexter
478,WSH,SF,"6'8""",205,6/03/1993, Otto  Porter,23.8959616701,Otto,Porter,O. PorterO. Porter
479,CHI,F/C,"6'11""",250,2/10/1995, Bobby  Portis,22.2067077344,Bobby,Portis,B. PortisB. Portis
480,NY,F/C,"7'3""",240,8/02/1995, Kristaps  Porzingis,21.7330595483,Kristaps,Porzingis,K. PorzingisK. Porzingis
481,DAL,F/C,"6'11""",240,7/20/1991, Dwight  Powell,25.7686516085,Dwight,Powell,D. PowellD. Powell
482,TOR,G/F,"6'4""",215,5/25/1993, Norman  Powell,23.9206023272,Norman,Powell,N. PowellN. Powell
483,PHI,SF,"6'8""",230,9/06/1993, Alex  Poythress,23.6358658453,Alex,Poythress,A. PoythressA. Poythress
484,FA,PG,"5'11""",180,2/17/1991, Phil  Pressey,26.1875427789,Phil,Pressey,P. PresseyP. Pressey
485,PHX,G,"6'2""",190,6/21/1983, Ronnie  Price,33.8480492813,Ronnie,Price,R. PriceR. Price
486,FA,G,"6'3""",185,5/17/1977, Pablo  Prigioni,39.9425051335,Pablo,Prigioni,P. PrigioniP. Prigioni
487,ATL,SF,"6'8""",220,3/22/1994, Taurean  Prince,23.0965092402,Taurean,Prince,T. PrinceT. Prince
488,FA,F,"6'9""",215,2/28/1980, Tayshaun  Prince,37.158110883,Tayshaun,Prince,T. PrinceT. Prince
489,FA,PF,"7'1""",209,1/16/1996, Zhou  Qi,21.2758384668,Zhou,Qi,Z. QiZ. Qi
490,POR,PG,"6'6""",190,10/27/1994, Tim  Quarterman,22.4969199179,Tim,Quarterman,T. QuartermanT. Quarterman
491,NY,PG,"6'2""",185,2/05/1993, Chasson  Randle,24.219028063,Chasson,Randle,C. RandleC. Randle
492,LAL,PF,"6'9""",250,11/29/1994, Julius  Randle,22.4065708419,Julius,Randle,J. RandleJ. Randle
493,MEM,F/C,"6'9""",260,7/16/1981, Zach  Randolph,35.7782340862,Zach,Randolph,Z. RandolphZ. Randolph
494,LAC,SG,"6'4""",190,6/24/1984, J.J.  Redick,32.8377823409,J.J.,Redick,J. RedickJ. Redick
495,MIA,F/C,"6'11""",245,5/16/1990, Willie  Reed,26.945927447,Willie,Reed,W. ReedW. Reed
496,FA,F/C,"6'11""",230,4/21/1991, Ryan  Richards,26.0150581793,Ryan,Richards,R. RichardsR. Richards
497,MIA,SF,"6'6""",200,9/15/1993, Josh  Richardson,23.6112251882,Josh,Richardson,J. RichardsonJ. Richardson
498,SAC,SG,"6'6""",205,1/05/1996, Malachi  Richardson,21.3059548255,Malachi,Richardson,M. RichardsonM. Richardson
499,LAC,G,"6'4""",200,8/01/1992, Austin  Rivers,24.733744011,Austin,Rivers,A. RiversA. Rivers
500,OKC,G/F,"6'7""",210,12/04/1991, Andre  Roberson,25.3935660507,Andre,Roberson,A. RobersonA. Roberson
501,CHA,G,"6'1""",173,12/03/1985, Brian  Roberts,31.394934976,Brian,Roberts,B. RobertsB. Roberts
502,FA,C,"7'1""",225,10/14/1992, Jaleel  Roberts,24.5311430527,Jaleel,Roberts,J. RobertsJ. Roberts
503,FA,G,"5'9""",180,5/31/1984, Nate  Robinson,32.9034907598,Nate,Robinson,N. RobinsonN. Robinson
504,LAL,F/C,"6'10""",250,3/17/1991, Thomas  Robinson,26.1108829569,Thomas,Robinson,T. RobinsonT. Robinson
505,IND,G/F,"6'6""",222,1/08/1994, Glenn  Robinson III,23.2963723477,Glenn,Robinson III,G. Robinson IIIG. Robinson III
506,PHI,PG,"6'3""",175,6/12/1986, Sergio  Rodriguez,30.8720054757,Sergio,Rodriguez,S. RodriguezS. Rodriguez
507,CHI,PG,"6'1""",186,2/22/1986, Rajon  Rondo,31.1731690623,Rajon,Rondo,R. RondoR. Rondo
508,NY,PG,"6'3""",190,10/04/1988, Derrick  Rose,28.5585215606,Derrick,Rose,D. RoseD. Rose
509,ORL,G/F,"6'7""",206,2/05/1991, Terrence  Ross,26.2203969884,Terrence,Ross,T. RossT. Ross
510,BOS,PG,"6'1""",190,3/17/1994, Terry  Rozier,23.1101984942,Terry,Rozier,T. RozierT. Rozier
511,MIN,PG,"6'4""",190,10/21/1990, Ricky  Rubio,26.5133470226,Ricky,Rubio,R. RubioR. Rubio
512,ORL,G/F,"6'10""",230,6/17/1986, Damjan  Rudez,30.8583162218,Damjan,Rudez,D. RudezD. Rudez
513,MIN,G/F,"6'6""",225,7/07/1985, Brandon  Rush,31.8028747433,Brandon,Rush,B. RushB. Rush
514,LAL,G,"6'5""",195,2/23/1996, D'Angelo  Russell,21.1718001369,D'Angelo,Russell,D. RussellD. Russell
515,OKC,PF,"6'11""",240,5/03/1996, Domantas  Sabonis,20.9801505818,Domantas,Sabonis,D. SabonisD. Sabonis
516,FA,C,"7'0""",270,6/06/1989, Robert  Sacre,27.8877481177,Robert,Sacre,R. SacreR. Sacre
517,FA,G/F,"6'9""",214,3/20/1993, Jakarr  Sampson,24.1013004791,Jakarr,Sampson,J. SampsonJ. Sampson
518,CLE,F/C,"6'11""",230,11/21/1988, Larry  Sanders,28.4271047228,Larry,Sanders,L. SandersL. Sanders
519,PHI,F,"6'10""",245,4/08/1994, Dario  Saric,23.0499657769,Dario,Saric,D. SaricD. Saric
520,WSH,G,"6'7""",210,10/30/1991, Tomas  Satoransky,25.4893908282,Tomas,Satoransky,T. SatoranskyT. Satoransky
521,ATL,PG,"6'1""",172,9/15/1993, Dennis  Schroder,23.6112251882,Dennis,Schroder,D. SchroderD. Schroder
522,BKN,F/C,"6'9""",241,4/30/1980, Luis  Scola,36.9883641342,Luis,Scola,L. ScolaL. Scola
523,PHX,PF,"6'8""",237,7/16/1988, Mike  Scott,28.7775496235,Mike,Scott,M. ScottM. Scott
524,ATL,G/F,"6'7""",220,5/02/1984, Thabo  Sefolosha,32.9828884326,Thabo,Sefolosha,T. SefoloshaT. Sefolosha
525,MEM,SG,"6'5""",230,9/30/1994, Wayne  Selden Jr.,22.5708418891,Wayne,Selden Jr.,W. Selden Jr.W. Selden Jr.
526,IND,F/C,"6'9""",285,12/07/1989, Kevin  Seraphin,27.3839835729,Kevin,Seraphin,K. SeraphinK. Seraphin
527,CHA,G,"6'3""",190,4/11/1986, Ramon  Sessions,31.0417522245,Ramon,Sessions,R. SessionsR. Sessions
528,CLE,G/F,"6'5""",220,6/26/1990, Iman  Shumpert,26.8336755647,Iman,Shumpert,I. ShumpertI. Shumpert
529,TOR,PF,"6'9""",230,2/04/1994, Pascal  Siakam,23.2224503765,Pascal,Siakam,P. SiakamP. Siakam
530,PHI,F,"6'10""",240,7/20/1996, Ben  Simmons,20.7665982204,Ben,Simmons,B. SimmonsB. Simmons
531,SA,G/F,"6'6""",195,9/14/1989, Jonathon  Simmons,27.613963039,Jonathon,Simmons,J. SimmonsJ. Simmons
532,FA,C,"6'10""",248,3/27/1990, Henry  Sims,27.0828199863,Henry,Sims,H. SimsH. Sims
533,FA,SF,"6'6""",215,6/06/1990, E.J.  Singler,26.8884325804,E.J.,Singler,E. SinglerE. Singler
534,OKC,G/F,"6'8""",228,5/04/1988, Kyle  Singler,28.977412731,Kyle,Singler,K. SinglerK. Singler
535,FA,G,"6'3""",210,1/15/1988, Donald  Sloan,29.2785763176,Donald,Sloan,D. SloanD. Sloan
536,BOS,PG,"6'4""",220,3/06/1994, Marcus  Smart,23.1403148528,Marcus,Smart,M. SmartM. Smart
537,FA,F/C,"6'10""",260,1/08/1991, Greg  Smith,26.2970568104,Greg,Smith,G. SmithG. Smith
538,DET,PG,"6'0""",175,7/05/1988, Ish  Smith,28.8076659822,Ish,Smith,I. SmithI. Smith
539,CLE,G/F,"6'6""",225,9/09/1985, J.R.  Smith,31.627652293,J.R.,Smith,J. SmithJ. Smith
540,WSH,F/C,"7'0""",240,3/02/1986, Jason  Smith,31.151266256,Jason,Smith,J. SmithJ. Smith
541,FA,F,"6'9""",225,12/05/1985, Josh  Smith,31.3894592745,Josh,Smith,J. SmithJ. Smith
542,FA,PG,"6'3""",215,12/20/1992, D'Vauntes  Smith-Rivera,24.34770705,D'Vauntes,Smith-Rivera,D. Smith-RiveraD. Smith-Rivera
543,MIL,G/F,"6'7""",225,11/10/1991, Tony  Snell,25.4592744695,Tony,Snell,T. SnellT. Snell
544,FA,PF,"6'10""",235,6/18/1992, Richard  Solomon,24.8542094456,Richard,Solomon,R. SolomonR. Solomon
545,LAC,F/C,"6'10""",255,8/04/1987, Marreese  Speights,29.7275838467,Marreese,Speights,M. SpeightsM. Speights
546,PHI,C,"6'11""",245,1/01/1985, Tiago  Splitter,32.3148528405,Tiago,Splitter,T. SplitterT. Splitter
547,PHI,G/F,"6'6""",205,10/07/1993, Nik  Stauskas,23.5509924709,Nik,Stauskas,N. StauskasN. Stauskas
548,FA,SF,"6'5""",188,12/19/1990, D.J.  Stephens,26.3518138261,D.J.,Stephens,D. StephensD. Stephens
549,IND,G/F,"6'5""",230,9/05/1990, Lance  Stephenson,26.6392881588,Lance,Stephenson,L. StephensonL. Stephenson
550,FA,C,"6'11""",237,9/26/1985, Greg  Stiemsma,31.5811088296,Greg,Stiemsma,G. StiemsmaG. Stiemsma
551,DEN,PF,"6'9""",263,1/07/1994, Jarnell  Stokes,23.2991101985,Jarnell,Stokes,J. StokesJ. Stokes
552,LAC,C,"6'11""",255,2/10/1997, Diamond  Stone,20.205338809,Diamond,Stone,D. StoneD. Stone
553,FA,G/F,"6'6""",200,12/07/1988, Julyan  Stone,28.3832991102,Julyan,Stone,J. StoneJ. Stone
554,FA,F/C,"6'11""",245,11/16/1982, Amar'e  Stoudemire,34.4421629021,Amar'e,Stoudemire,A. StoudemireA. Stoudemire
555,IND,G,"6'5""",210,4/21/1986, Rodney  Stuckey,31.0143737166,Rodney,Stuckey,R. StuckeyR. Stuckey
556,FA,SG,"6'4""",190,3/09/1994, Rasheed  Sulaimon,23.1321013005,Rasheed,Sulaimon,R. SulaimonR. Sulaimon
557,PHX,F/C,"6'9""",260,3/04/1992, Jared  Sullinger,25.144421629,Jared,Sullinger,J. SullingerJ. Sullinger
558,FA,C,"7'0""",250,2/26/1993, Kaleb  Tarczewski,24.1615331964,Kaleb,Tarczewski,K. TarczewskiK. Tarczewski
559,CLE,C,"7'3""",265,3/22/1992, Edy  Tavares,25.0951403149,Edy,Tavares,E. TavaresE. Tavares
560,HOU,PG,"6'3""",170,7/11/1994, Isaiah  Taylor,22.7926078029,Isaiah,Taylor,I. TaylorI. Taylor
561,IND,PG,"6'2""",186,6/10/1988, Jeff  Teague,28.8761122519,Jeff,Teague,J. TeagueJ. Teague
562,MIL,F,"6'9""",242,9/17/1985, Mirza  Teletovic,31.6057494867,Mirza,Teletovic,M. TeletovicM. Teletovic
563,SAC,G,"6'6""",195,5/08/1986, Garrett  Temple,30.9678302533,Garrett,Temple,G. TempleG. Temple
564,MIL,G,"6'2""",185,9/15/1977, Jason  Terry,39.6112251882,Jason,Terry,J. TerryJ. Terry
565,BOS,PG,"5'9""",185,2/07/1989, Isaiah  Thomas,28.2135523614,Isaiah,Thomas,I. ThomasI. Thomas
566,NY,G/F,"6'8""",235,4/24/1988, Lance  Thomas,29.0047912389,Lance,Thomas,L. ThomasL. Thomas
567,NO,G/F,"6'8""",220,4/03/1991, Hollis  Thompson,26.0643394935,Hollis,Thompson,H. ThompsonH. Thompson
568,FA,F/C,"6'11""",250,7/21/1986, Jason  Thompson,30.765229295,Jason,Thompson,J. ThompsonJ. Thompson
569,GS,G/F,"6'7""",215,2/08/1990, Klay  Thompson,27.2114989733,Klay,Thompson,K. ThompsonK. Thompson
570,CLE,F/C,"6'10""",238,3/13/1991, Tristan  Thompson,26.12183436,Tristan,Thompson,T. ThompsonT. Thompson
571,BKN,G/F,"6'4""",205,6/05/1987, Marcus  Thornton,29.8918548939,Marcus,Thornton,M. ThorntonM. Thornton
572,CHA,C,"7'0""",260,10/10/1994, Mike  Tobey,22.5434633812,Mike,Tobey,M. TobeyM. Tobey
573,FA,SF,"6'6""",200,9/15/1993, J.P.  Tokoto,23.6112251882,J.P.,Tokoto,J. TokotoJ. Tokoto
574,SAC,F,"6'8""",240,6/01/1985, Anthony  Tolliver,31.9014373717,Anthony,Tolliver,A. TolliverA. Tolliver
575,NO,G/F,"6'7""",210,7/23/1992, Axel  Toupane,24.758384668,Axel,Toupane,A. ToupaneA. Toupane
576,MIN,C,"7'0""",244,11/15/1995, Karl-Anthony  Towns,21.4455852156,Karl-Anthony,Towns,K. TownsK. Towns
577,TOR,G/F,"6'6""",245,5/05/1985, P.J.  Tucker,31.9753593429,P.J.,Tucker,P. TuckerP. Tucker
578,POR,G/F,"6'7""",220,10/27/1988, Evan  Turner,28.4955509925,Evan,Turner,E. TurnerE. Turner
579,IND,F/C,"6'11""",243,3/24/1996, Myles  Turner,21.0896646133,Myles,Turner,M. TurnerM. Turner
580,DET,PG,"6'3""",205,7/05/1982, Beno  Udrih,34.8090349076,Beno,Udrih,B. UdrihB. Udrih
581,PHX,PG,"5'10""",160,1/05/1996, Tyler  Ulis,21.3059548255,Tyler,Ulis,T. UlisT. Ulis
582,DAL,PF,"6'10""",221,5/19/1993, Jarrod  Uthoff,23.9370294319,Jarrod,Uthoff,J. UthoffJ. Uthoff
583,TOR,C,"7'0""",265,5/06/1992, Jonas  Valanciunas,24.9719370294,Jonas,Valanciunas,J. ValanciunasJ. Valanciunas
584,CHI,G/F,"6'6""",210,11/16/1993, Denzel  Valentine,23.4414784394,Denzel,Valentine,D. ValentineD. Valentine
585,TOR,PG,"6'0""",186,2/25/1994, Fred  VanVleet,23.1649555099,Fred,VanVleet,F. VanVleetF. VanVleet
586,GS,F/C,"6'10""",273,9/28/1982, Anderson  Varejao,34.5763175907,Anderson,Varejao,A. VarejaoA. Varejao
587,BKN,G,"6'6""",217,1/16/1987, Greivis  Vasquez,30.2751540041,Greivis,Vasquez,G. VasquezG. Vasquez
588,MIL,G/F,"6'6""",202,8/16/1996, Rashad  Vaughn,20.6926762491,Rashad,Vaughn,R. VaughnR. Vaughn
589,FA,PF,"6'11""",238,8/24/1984, Charlie  Villanueva,32.6707734428,Charlie,Villanueva,C. VillanuevaC. Villanueva
590,POR,PF,"6'9""",245,8/24/1995, Noah  Vonleh,21.6728268309,Noah,Vonleh,N. VonlehN. Vonleh
591,ORL,F/C,"7'0""",260,10/24/1990, Nikola  Vucevic,26.5051334702,Nikola,Vucevic,N. VucevicN. Vucevic
592,NY,SG,"6'7""",195,3/08/1984, Sasha  Vujacic,33.1334702259,Sasha,Vujacic,S. VujacicS. Vujacic
593,CHI,G,"6'4""",220,1/17/1982, Dwyane  Wade,35.2717316906,Dwyane,Wade,D. WadeD. Wade
594,MIA,G/F,"6'4""",215,12/10/1991, Dion  Waiters,25.3771389459,Dion,Waiters,D. WaitersD. Waiters
595,CHA,PG,"6'1""",184,5/08/1990, Kemba  Walker,26.9678302533,Kemba,Walker,K. WalkerK. Walker
596,FA,SF,"6'4""",195,12/30/1992, Thomas  Walkup,24.3203285421,Thomas,Walkup,T. WalkupT. Walkup
597,WSH,PG,"6'4""",210,9/06/1990, John  Wall,26.636550308,John,Wall,J. WallJ. Wall
598,FA,SG,"6'5""",205,6/10/1994, Tyrone  Wallace,22.8774811773,Tyrone,Wallace,T. WallaceT. Wallace
599,FA,PG,"5'10""",175,1/19/1990, Casper  Ware,27.266255989,Casper,Ware,C. WareC. Ware
600,FA,SF,"6'8""",260,1/31/1994, Jameel  Warney,23.2334017796,Jameel,Warney,J. WarneyJ. Warney
601,PHX,SF,"6'8""",225,9/05/1993, T.J.  Warren,23.6386036961,T.J.,Warren,T. WarrenT. Warren
602,ORL,PG,"6'2""",175,4/17/1984, C.J.  Watson,33.0239561944,C.J.,Watson,C. WatsonC. Watson
603,FA,PF,"6'10""",230,9/21/1990, Travis  Wear,26.5954825462,Travis,Wear,T. WearT. Wear
604,FA,SF,"6'9""",215,8/19/1993, James  Webb III,23.6851471595,James,Webb III,J. Webb IIIJ. Webb III
605,CHA,PG,"6'2""",165,12/29/1992, Briante  Weber,24.3230663929,Briante,Weber,B. WeberB. Weber
606,GS,PF,"6'9""",250,8/29/1980, David  West,36.6570841889,David,West,D. WestD. West
607,OKC,PG,"6'3""",200,11/12/1988, Russell  Westbrook,28.4517453799,Russell,Westbrook,R. WestbrookR. Westbrook
608,MIA,PF,"6'8""",204,8/13/1992, Okaro  White,24.7008898015,Okaro,White,O. WhiteO. White
609,BKN,G,"6'4""",213,3/08/1995, Isaiah  Whitehead,22.135523614,Isaiah,Whitehead,I. WhiteheadI. Whitehead
610,MIA,C,"7'0""",265,6/13/1989, Hassan  Whiteside,27.8685831622,Hassan,Whiteside,H. WhitesideH. Whiteside
611,FA,C,"6'11""",250,3/27/1991, Shayne  Whittington,26.083504449,Shayne,Whittington,S. WhittingtonS. Whittington
612,MIN,G/F,"6'8""",199,2/23/1995, Andrew  Wiggins,22.1711156742,Andrew,Wiggins,A. WigginsA. Wiggins
613,ORL,SG,"6'5""",195,12/30/1990, C.J.  Wilcox,26.3216974675,C.J.,Wilcox,C. WilcoxC. Wilcox
614,PHX,F/C,"6'8""",260,1/28/1993, Alan  Williams,24.2409308693,Alan,Williams,A. WilliamsA. Williams
615,FA,SG,"6'5""",224,2/06/1990, C.J.  Williams,27.2169746749,C.J.,Williams,C. WilliamsC. Williams
616,CLE,PG,"6'3""",200,6/26/1984, Deron  Williams,32.8323066393,Deron,Williams,D. WilliamsD. Williams
617,CLE,F,"6'8""",245,5/25/1991, Derrick  Williams,25.9219712526,Derrick,Williams,D. WilliamsD. Williams
618,FA,SG,"6'5""",180,6/20/1989, Elliot  Williams,27.8494182067,Elliot,Williams,E. WilliamsE. Williams
619,HOU,G,"6'1""",175,10/27/1986, Lou  Williams,30.4969199179,Lou,Williams,L. WilliamsL. Williams
620,CHA,F,"6'9""",237,6/19/1986, Marvin  Williams,30.8528405202,Marvin,Williams,M. WilliamsM. Williams
621,PHI,G,"6'1""",198,12/19/1982, Mo  Williams,34.3518138261,Mo,Williams,M. WilliamsM. Williams
622,NO,G/F,"6'6""",210,9/14/1986, Reggie  Williams,30.6146475017,Reggie,Williams,R. WilliamsR. Williams
623,HOU,G/F,"6'7""",215,12/30/1994, Troy  Williams,22.3216974675,Troy,Williams,T. WilliamsT. Williams
624,HOU,PF,"6'10""",240,10/20/1992, Kyle  Wiltjer,24.514715948,Kyle,Wiltjer,K. WiltjerK. Wiltjer
625,MIA,F,"6'7""",225,3/26/1996, Justise  Winslow,21.0841889117,Justise,Winslow,J. WinslowJ. Winslow
626,UTA,C,"7'0""",231,3/07/1990, Jeff  Withey,27.1375770021,Jeff,Withey,J. WitheyJ. Withey
627,FA,PG,"6'4""",190,5/15/1991, Nate  Wolters,25.9493497604,Nate,Wolters,N. WoltersN. Wolters
628,CHA,F/C,"6'11""",220,9/27/1995, Christian  Wood,21.5797399042,Christian,Wood,C. WoodC. Wood
629,FA,SF,"6'6""",169,6/21/1990, Scott  Wood,26.8473648186,Scott,Wood,S. WoodS. Wood
630,LAL,F,"6'7""",250,11/13/1979, Metta  World Peace,37.4510609172,Metta,World Peace,M. World PeaceM. World Peace
631,MEM,F/C,"6'10""",235,10/05/1987, Brandan  Wright,29.5578370979,Brandan,Wright,B. WrightB. Wright
632,FA,F,"6'7""",218,9/30/1988, Chris  Wright,28.5694729637,Chris,Wright,C. WrightC. Wright
633,TOR,G,"6'5""",183,4/26/1992, Delon  Wright,24.9993155373,Delon,Wright,D. WrightD. Wright
634,FA,G/F,"6'9""",205,12/02/1985, Dorell  Wright,31.3976728268,Dorell,Wright,D. WrightD. Wright
635,FA,G,"6'6""",205,4/13/1993, Tony  Wroten,24.0355920602,Tony,Wroten,T. WrotenT. Wroten
636,FA,PF,"6'8""",270,12/17/1995, Guerschon  Yabusele,21.3579739904,Guerschon,Yabusele,G. YabuseleG. Yabusele
637,BOS,SG,"6'6""",215,8/16/1995, James  Young,21.6947296372,James,Young,J. YoungJ. Young
638,IND,G,"6'2""",180,6/27/1992, Joe  Young,24.8295687885,Joe,Young,J. YoungJ. Young
639,LAL,G/F,"6'7""",210,6/01/1985, Nick  Young,31.9014373717,Nick,Young,N. YoungN. Young
640,IND,F,"6'8""",221,6/21/1988, Thaddeus  Young,28.8459958932,Thaddeus,Young,T. YoungT. Young
641,FA,SF,"6'9""",205,8/12/1995, Rade  Zagorac,21.7056810404,Rade,Zagorac,R. ZagoracR. Zagorac
642,FA,PG,"6'4""",210,12/18/1992, Nick  Zeisloft,24.3531827515,Nick,Zeisloft,N. ZeisloftN. Zeisloft
643,CHA,F/C,"7'0""",240,10/05/1992, Cody  Zeller,24.5557837098,Cody,Zeller,C. ZellerC. Zeller
644,BOS,F/C,"7'0""",250,1/17/1990, Tyler  Zeller,27.2717316906,Tyler,Zeller,T. ZellerT. Zeller
645,FA,C,"7'0""",251,1/20/1994, Wang  Zhelin,23.2635181383,Wang,Zhelin,W. ZhelinW. Zhelin
646,ORL,PF,"7'0""",240,9/09/1996, Stephen  Zimmerman Jr.,20.6269678303,Stephen,Zimmerman Jr.,S. Zimmerman Jr.S. Zimmerman Jr.
647,CHI,F,"6'8""",210,2/18/1994, Paul  Zipser,23.1841204654,Paul,Zipser,P. ZipserP. Zipser
648,FA,C,"7'0""",249,1/04/1997, Ante  Zizic,20.3066392882,Ante,Zizic,A. ZizicA. Zizic
649,LAL,C,"7'1""",265,3/18/1997, Ivica  Zubac,20.1067761807,Ivica,Zubac,I. ZubacI. Zubac
