,team,position,Height,Weight,Birthdate,Full_name,age,First_name,Last_name,player
443,CHI,F/C,"6'11""",232,2/25/1985, Joakim  Noah,32.1752224504,Joakim,Noah,J. NoahJ. Noah
444,PHI,F/C,"6'10""",228,4/10/1994, Nerlens  Noel,23.0554414784,Nerlens,Noel,N. NoelN. Noel
445,TOR,C,"7'0""",220,7/26/1992, Lucas  Nogueira,24.7611225188,Lucas,Nogueira,L. NogueiraL. Nogueira
446,MIL,F,"6'10""",225,6/13/1983, Steve  Novak,33.8809034908,Steve,Novak,S. NovakS. Novak
447,DAL,F/C,"7'0""",245,6/19/1978, Dirk  Nowitzki,38.8637919233,Dirk,Nowitzki,D. NowitzkiD. Nowitzki
448,DEN,C,"7'0""",280,8/23/1994, Jusuf  Nurkic,22.6858316222,Jusuf,Nurkic,J. NurkicJ. Nurkic
449,FA,SF,"6'5""",205,3/05/1984, Dan  Nwaelele,33.1526351814,Dan,Nwaelele,D. NwaeleleD. Nwaelele
450,UTA,SF,"6'7""",228,4/08/1992, JJ  O'Brien,25.0595482546,JJ,O'Brien,J. O'BrienJ. O'Brien
451,MIL,PF,"6'9""",265,6/01/1993, Johnny  O'Bryant,23.9123887748,Johnny,O'Bryant,J. O'BryantJ. O'Bryant
452,NY,F/C,"6'10""",240,3/26/1990, Kyle  O'Quinn,27.0965092402,Kyle,O'Quinn,K. O'QuinnK. O'Quinn
453,PHI,C,"6'11""",275,12/15/1995, Jahlil  Okafor,21.3744010951,Jahlil,Okafor,J. OkaforJ. Okafor
454,ORL,G,"6'4""",210,5/04/1992, Victor  Oladipo,24.9883641342,Victor,Oladipo,V. OladipoV. Oladipo
455,BOS,C,"7'0""",238,4/19/1991, Kelly  Olynyk,26.0314852841,Kelly,Olynyk,K. OlynykK. Olynyk
456,FA,PF,"6'10""",275,7/13/1987, Arinze  Onuaku,29.7987679671,Arinze,Onuaku,A. OnuakuA. Onuaku
457,FA,SF,"6'7""",220,4/08/1995, Cedi  Osman,22.0616016427,Cedi,Osman,C. OsmanC. Osman
458,WSH,SF,"6'7""",205,12/09/1995, Kelly  Oubre Jr.,21.3908281999,Kelly,Oubre Jr.,K. Oubre Jr.K. Oubre Jr.
459,DAL,C,"6'11""",275,2/10/1984, Zaza  Pachulia,33.2183436003,Zaza,Pachulia,Z. PachuliaZ. Pachulia
460,DEN,F,"6'8""",225,7/31/1990, Kostas  Papanikolaou,26.7488021903,Kostas,Papanikolaou,K. PapanikolaouK. Papanikolaou
461,MIL,F,"6'8""",240,3/15/1995, Jabari  Parker,22.1273100616,Jabari,Parker,J. ParkerJ. Parker
462,SA,PG,"6'2""",185,5/17/1982, Tony  Parker,34.9541409993,Tony,Parker,T. ParkerT. Parker
463,DAL,F,"6'10""",230,10/25/1988, Chandler  Parsons,28.5119780972,Chandler,Parsons,C. ParsonsC. Parsons
464,ATL,SG,"6'6""",215,8/12/1991, Lamar  Patterson,25.7166324435,Lamar,Patterson,L. PattersonL. Patterson
465,TOR,F/C,"6'9""",230,3/14/1989, Patrick  Patterson,28.128678987,Patrick,Patterson,P. PattersonP. Patterson
466,LAC,PG,"6'0""",175,5/06/1985, Chris  Paul,31.9835728953,Chris,Paul,C. PaulC. Paul
467,MIN,PF,"6'10""",240,2/19/1991, Adreian  Payne,26.1930184805,Adreian,Payne,A. PayneA. Payne
468,OKC,PG,"6'2""",180,8/08/1994, Cameron  Payne,22.726899384,Cameron,Payne,C. PayneC. Payne
469,ORL,PG,"6'4""",185,2/22/1994, Elfrid  Payton,23.1841204654,Elfrid,Payton,E. PaytonE. Payton
470,FA,F/C,"7'0""",232,12/08/1985, Oleksiy  Pecherov,31.3921971253,Oleksiy,Pecherov,O. PecherovO. Pecherov
471,MIN,C,"6'11""",295,1/03/1986, Nikola  Pekovic,31.3210130048,Nikola,Pekovic,N. PekovicN. Pekovic
472,FA,C,"6'11""",285,9/01/1986, Kleon  Penn,30.6611909651,Kleon,Penn,K. PennK. Penn
473,NO,C,"6'10""",270,11/10/1984, Kendrick  Perkins,32.4681724846,Kendrick,Perkins,K. PerkinsK. Perkins
474,FA,SF,"6'6""",215,10/08/1992, Terran  Petteway,24.5585215606,Terran,Petteway,T. PettewayT. Petteway
475,LAC,F,"6'7""",235,10/13/1977, Paul  Pierce,39.5455167693,Paul,Pierce,P. PierceP. Pierce
476,UTA,C,"7'3""",262,11/02/1989, Tibor  Pleiss,27.4907597536,Tibor,Pleiss,T. PleissT. Pleiss
477,POR,F/C,"6'11""",245,3/05/1990, Mason  Plumlee,27.1540041068,Mason,Plumlee,M. PlumleeM. Plumlee
478,MIL,F/C,"6'11""",255,9/01/1988, Miles  Plumlee,28.6598220397,Miles,Plumlee,M. PlumleeM. Plumlee
479,FA,SF,"6'6""",192,5/06/1992, Sir'Dominic  Pointer,24.9828884326,Sir'Dominic,Pointer,S. PointerS. Pointer
480,NO,G/F,"6'7""",220,3/10/1988, Quincy  Pondexter,29.1389459274,Quincy,Pondexter,Q. PondexterQ. Pondexter
481,WSH,SF,"6'8""",198,6/03/1993, Otto  Porter,23.9069130732,Otto,Porter,O. PorterO. Porter
482,CHI,F/C,"6'11""",250,2/10/1995, Bobby  Portis,22.2176591376,Bobby,Portis,B. PortisB. Portis
483,NY,F/C,"7'3""",233,8/02/1995, Kristaps  Porzingis,21.7440109514,Kristaps,Porzingis,K. PorzingisK. Porzingis
484,DAL,PF,"6'11""",240,7/20/1991, Dwight  Powell,25.7796030116,Dwight,Powell,D. PowellD. Powell
485,FA,F/C,"6'9""",225,1/25/1983, Josh  Powell,34.2614647502,Josh,Powell,J. PowellJ. Powell
486,TOR,SG,"6'4""",215,5/25/1993, Norman  Powell,23.9315537303,Norman,Powell,N. PowellN. Powell
487,PHX,PG,"5'11""",180,2/17/1991, Phil  Pressey,26.1984941821,Phil,Pressey,P. PresseyP. Pressey
488,PHX,G,"6'2""",190,6/21/1983, Ronnie  Price,33.8590006845,Ronnie,Price,R. PriceR. Price
489,LAC,G,"6'3""",185,5/17/1977, Pablo  Prigioni,39.9534565366,Pablo,Prigioni,P. PrigioniP. Prigioni
490,MIN,F,"6'9""",215,2/28/1980, Tayshaun  Prince,37.1690622861,Tayshaun,Prince,T. PrinceT. Prince
491,FA,SG,"6'6""",205,1/20/1994, Michael  Qualls,23.2744695414,Michael,Qualls,M. QuallsM. Qualls
492,FA,PG,"6'5""",200,4/26/1994, Nikola  Radicevic,23.0116358658,Nikola,Radicevic,N. RadicevicN. Radicevic
493,LAL,PF,"6'9""",250,11/29/1994, Julius  Randle,22.417522245,Julius,Randle,J. RandleJ. Randle
494,FA,SG,"6'5""",208,10/03/1992, Levi  Randolph,24.5722108145,Levi,Randolph,L. RandolphL. Randolph
495,MEM,F/C,"6'9""",260,7/16/1981, Zach  Randolph,35.7891854894,Zach,Randolph,Z. RandolphZ. Randolph
496,LAC,SG,"6'4""",190,6/24/1984, J.J.  Redick,32.848733744,J.J.,Redick,J. RedickJ. Redick
497,BKN,F/C,"6'11""",235,5/16/1990, Willie  Reed,26.9568788501,Willie,Reed,W. ReedW. Reed
498,FA,G/F,"6'6""",225,1/20/1981, Jason  Richardson,36.2737850787,Jason,Richardson,J. RichardsonJ. Richardson
499,MIA,G/F,"6'6""",200,9/15/1993, Josh  Richardson,23.6221765914,Josh,Richardson,J. RichardsonJ. Richardson
500,FA,G,"6'2""",175,2/13/1981, Luke  Ridnour,36.2080766598,Luke,Ridnour,L. RidnourL. Ridnour
501,LAC,G,"6'4""",200,8/01/1992, Austin  Rivers,24.7446954141,Austin,Rivers,A. RiversA. Rivers
502,OKC,G/F,"6'7""",210,12/04/1991, Andre  Roberson,25.4045174538,Andre,Roberson,A. RobersonA. Roberson
503,POR,G,"6'1""",173,12/03/1985, Brian  Roberts,31.4058863792,Brian,Roberts,B. RobertsB. Roberts
504,FA,C,"7'1""",225,10/14/1992, Jaleel  Roberts,24.5420944559,Jaleel,Roberts,J. RobertsJ. Roberts
505,FA,PF,"6'8""",219,8/05/1991, Ronald  Roberts,25.735797399,Ronald,Roberts,R. RobertsR. Roberts
506,NO,G,"5'9""",180,5/31/1984, Nate  Robinson,32.9144421629,Nate,Robinson,N. RobinsonN. Robinson
507,BKN,F/C,"6'10""",250,3/17/1991, Thomas  Robinson,26.12183436,Thomas,Robinson,T. RobinsonT. Robinson
508,IND,SF,"6'6""",222,1/08/1994, Glenn  Robinson III,23.3073237509,Glenn,Robinson III,G. Robinson IIIG. Robinson III
509,SAC,PG,"6'1""",186,2/22/1986, Rajon  Rondo,31.1841204654,Rajon,Rondo,R. RondoR. Rondo
510,CHI,PG,"6'3""",190,10/04/1988, Derrick  Rose,28.5694729637,Derrick,Rose,D. RoseD. Rose
511,TOR,G/F,"6'7""",195,2/05/1991, Terrence  Ross,26.2313483915,Terrence,Ross,T. RossT. Ross
512,BOS,PG,"6'1""",190,3/17/1994, Terry  Rozier,23.1211498973,Terry,Rozier,T. RozierT. Rozier
513,MIN,PG,"6'4""",192,10/21/1990, Ricky  Rubio,26.5242984257,Ricky,Rubio,R. RubioR. Rubio
514,MIN,G/F,"6'10""",230,6/17/1986, Damjan  Rudez,30.8692676249,Damjan,Rudez,D. RudezD. Rudez
515,GS,G/F,"6'6""",210,7/07/1985, Brandon  Rush,31.8138261465,Brandon,Rush,B. RushB. Rush
516,LAL,PG,"6'5""",195,2/23/1996, D'Angelo  Russell,21.18275154,D'Angelo,Russell,D. RussellD. Russell
517,LAL,C,"7'0""",270,6/06/1989, Robert  Sacre,27.8986995209,Robert,Sacre,R. SacreR. Sacre
518,DEN,G/F,"6'9""",214,3/20/1993, Jakarr  Sampson,24.1122518823,Jakarr,Sampson,J. SampsonJ. Sampson
519,FA,SG,"6'5""",215,6/16/1993, Wesley  Saunders,23.871321013,Wesley,Saunders,W. SaundersW. Saunders
520,ATL,PG,"6'1""",172,9/15/1993, Dennis  Schroder,23.6221765914,Dennis,Schroder,D. SchroderD. Schroder
521,TOR,F/C,"6'9""",240,4/30/1980, Luis  Scola,36.9993155373,Luis,Scola,L. ScolaL. Scola
522,ATL,PF,"6'8""",237,7/16/1988, Mike  Scott,28.7885010267,Mike,Scott,M. ScottM. Scott
523,FA,SG,"6'1""",187,12/21/1992, Shannon  Scott,24.3559206023,Shannon,Scott,S. ScottS. Scott
524,ATL,G/F,"6'7""",220,5/02/1984, Thabo  Sefolosha,32.9938398357,Thabo,Sefolosha,T. SefoloshaT. Sefolosha
525,NY,F/C,"6'9""",278,12/07/1989, Kevin  Seraphin,27.394934976,Kevin,Seraphin,K. SeraphinK. Seraphin
526,WSH,G,"6'3""",190,4/11/1986, Ramon  Sessions,31.0527036277,Ramon,Sessions,R. SessionsR. Sessions
527,CLE,G/F,"6'5""",220,6/26/1990, Iman  Shumpert,26.8446269678,Iman,Shumpert,I. ShumpertI. Shumpert
528,FA,G,"6'6""",187,12/16/1988, Alexey  Shved,28.3696098563,Alexey,Shved,A. ShvedA. Shved
529,FA,SG,"6'4""",187,8/01/1992, Jordan  Sibert,24.7446954141,Jordan,Sibert,J. SibertJ. Sibert
530,SA,SF,"6'6""",195,9/14/1989, Jonathon  Simmons,27.6249144422,Jonathon,Simmons,J. SimmonsJ. Simmons
531,FA,SG,"6'6""",220,1/28/1988, Marcus  Simmons,29.2539356605,Marcus,Simmons,M. SimmonsM. Simmons
532,BKN,C,"6'10""",248,3/27/1990, Henry  Sims,27.0937713895,Henry,Sims,H. SimsH. Sims
533,FA,C,"7'5""",290,12/10/1995, Satnam  Singh,21.3880903491,Satnam,Singh,S. SinghS. Singh
534,FA,SF,"6'6""",215,6/06/1990, E.J.  Singler,26.8993839836,E.J.,Singler,E. SinglerE. Singler
535,OKC,G/F,"6'8""",228,5/04/1988, Kyle  Singler,28.9883641342,Kyle,Singler,K. SinglerK. Singler
536,BKN,G,"6'3""",210,1/15/1988, Donald  Sloan,29.2895277207,Donald,Sloan,D. SloanD. Sloan
537,BOS,PG,"6'4""",220,3/06/1994, Marcus  Smart,23.151266256,Marcus,Smart,M. SmartM. Smart
538,MIN,F/C,"6'10""",260,1/08/1991, Greg  Smith,26.3080082136,Greg,Smith,G. SmithG. Smith
539,PHI,PG,"6'0""",175,7/05/1988, Ish  Smith,28.8186173854,Ish,Smith,I. SmithI. Smith
540,CLE,G/F,"6'6""",225,9/09/1985, J.R.  Smith,31.6386036961,J.R.,Smith,J. SmithJ. Smith
541,ORL,F/C,"7'0""",240,3/02/1986, Jason  Smith,31.1622176591,Jason,Smith,J. SmithJ. Smith
542,HOU,F,"6'9""",225,12/05/1985, Josh  Smith,31.4004106776,Josh,Smith,J. SmithJ. Smith
543,FA,C,"6'10""",350,5/14/1992, Joshua  Smith,24.9609856263,Joshua,Smith,J. SmithJ. Smith
544,MEM,PG,"6'0""",165,4/19/1991, Russ  Smith,26.0314852841,Russ,Smith,R. SmithR. Smith
545,CHI,G/F,"6'7""",200,11/10/1991, Tony  Snell,25.4702258727,Tony,Snell,T. SnellT. Snell
546,FA,PG,"6'2""",175,1/15/1988, Edgar  Sosa,29.2895277207,Edgar,Sosa,E. SosaE. Sosa
547,GS,F/C,"6'10""",255,8/04/1987, Marreese  Speights,29.7385352498,Marreese,Speights,M. SpeightsM. Speights
548,ATL,C,"6'11""",245,1/01/1985, Tiago  Splitter,32.3258042437,Tiago,Splitter,T. SplitterT. Splitter
549,FA,PG,"5'11""",186,5/21/1992, Juwan  Staten,24.9418206708,Juwan,Staten,J. StatenJ. Staten
550,PHI,SG,"6'6""",205,10/07/1993, Nik  Stauskas,23.5619438741,Nik,Stauskas,N. StauskasN. Stauskas
551,FA,SF,"6'5""",188,12/19/1990, D.J.  Stephens,26.3627652293,D.J.,Stephens,D. StephensD. Stephens
552,MEM,G/F,"6'5""",230,9/05/1990, Lance  Stephenson,26.6502395619,Lance,Stephenson,L. StephensonL. Stephenson
553,MEM,SF,"6'10""",250,8/07/1987, Alex  Stepheson,29.7303216975,Alex,Stepheson,A. StephesonA. Stepheson
554,FA,C,"6'11""",237,9/26/1985, Greg  Stiemsma,31.5920602327,Greg,Stiemsma,G. StiemsmaG. Stiemsma
555,FA,PG,"5'11""",165,6/24/1991, David  Stockton,25.8507871321,David,Stockton,D. StocktonD. Stockton
556,NO,PF,"6'9""",263,1/07/1994, Jarnell  Stokes,23.3100616016,Jarnell,Stokes,J. StokesJ. Stokes
557,FA,G/F,"6'6""",200,12/07/1988, Julyan  Stone,28.3942505133,Julyan,Stone,J. StoneJ. Stone
558,MIA,F/C,"6'11""",245,11/16/1982, Amar'e  Stoudemire,34.4531143053,Amar'e,Stoudemire,A. StoudemireA. Stoudemire
559,IND,G,"6'5""",210,4/21/1986, Rodney  Stuckey,31.0253251198,Rodney,Stuckey,R. StuckeyR. Stuckey
560,BOS,F/C,"6'9""",280,3/04/1992, Jared  Sullinger,25.1553730322,Jared,Sullinger,J. SullingerJ. Sullinger
561,FA,F,"6'8""",240,1/24/1988, DaJuan  Summers,29.2648870637,DaJuan,Summers,D. SummersD. Summers
562,FA,SF,"6'6""",200,10/23/1987, Devin  Sweetney,29.5195071869,Devin,Sweetney,D. SweetneyD. Sweetney
563,FA,PG,"6'0""",165,12/30/1993, Keifer  Sykes,23.3319644079,Keifer,Sykes,K. SykesK. Sykes
564,ATL,C,"7'3""",265,3/22/1992, Walter  Tavares,25.106091718,Walter,Tavares,W. TavaresW. Tavares
565,FA,G/F,"6'7""",225,5/23/1989, Jeffery  Taylor,27.9370294319,Jeffery,Taylor,J. TaylorJ. Taylor
566,ATL,PG,"6'2""",186,6/10/1988, Jeff  Teague,28.887063655,Jeff,Teague,J. TeagueJ. Teague
567,PHX,F,"6'9""",242,9/17/1985, Mirza  Teletovic,31.6167008898,Mirza,Teletovic,M. TeletovicM. Teletovic
568,WSH,G,"6'6""",195,5/08/1986, Garrett  Temple,30.9787816564,Garrett,Temple,G. TempleG. Temple
569,HOU,G,"6'2""",185,9/15/1977, Jason  Terry,39.6221765914,Jason,Terry,J. TerryJ. Terry
570,FA,PF,"6'7""",240,3/25/1993, Adonis  Thomas,24.0985626283,Adonis,Thomas,A. ThomasA. Thomas
571,FA,F,"6'7""",215,8/29/1991, Deshaun  Thomas,25.6700889802,Deshaun,Thomas,D. ThomasD. Thomas
572,BOS,PG,"5'9""",185,2/07/1989, Isaiah  Thomas,28.2245037645,Isaiah,Thomas,I. ThomasI. Thomas
573,NY,G/F,"6'8""",225,4/24/1988, Lance  Thomas,29.015742642,Lance,Thomas,L. ThomasL. Thomas
574,PHI,G/F,"6'8""",206,4/03/1991, Hollis  Thompson,26.0752908966,Hollis,Thompson,H. ThompsonH. Thompson
575,TOR,F/C,"6'11""",250,7/21/1986, Jason  Thompson,30.7761806982,Jason,Thompson,J. ThompsonJ. Thompson
576,GS,G/F,"6'7""",215,2/08/1990, Klay  Thompson,27.2224503765,Klay,Thompson,K. ThompsonK. Thompson
577,FA,PF,"6'7""",200,11/11/1992, Sam  Thompson,24.4654346338,Sam,Thompson,S. ThompsonS. Thompson
578,CLE,F/C,"6'10""",238,3/13/1991, Tristan  Thompson,26.1327857632,Tristan,Thompson,T. ThompsonT. Thompson
579,WSH,G/F,"6'4""",205,6/05/1987, Marcus  Thornton,29.9028062971,Marcus,Thornton,M. ThorntonM. Thornton
580,FA,PG,"6'4""",190,2/09/1993, Marcus  Thornton,24.219028063,Marcus,Thornton,M. ThorntonM. Thornton
581,FA,SF,"6'7""",226,7/02/1992, Janis  Timma,24.8268309377,Janis,Timma,J. TimmaJ. Timma
582,FA,SF,"6'6""",200,9/15/1993, J.P.  Tokoto,23.6221765914,J.P.,Tokoto,J. TokotoJ. Tokoto
583,DET,F,"6'8""",240,6/01/1985, Anthony  Tolliver,31.9123887748,Anthony,Tolliver,A. TolliverA. Tolliver
584,DEN,G/F,"6'7""",210,7/23/1992, Axel  Toupane,24.7693360712,Axel,Toupane,A. ToupaneA. Toupane
585,MIN,C,"6'11""",250,11/15/1995, Karl-Anthony  Towns,21.4565366188,Karl-Anthony,Towns,K. TownsK. Towns
586,FA,SG,"6'0""",170,1/22/1993, Travis  Trice,24.2683093771,Travis,Trice,T. TriceT. Trice
587,FA,F,"7'0""",231,4/14/1983, Nikoloz  Tskitishvili,34.045174538,Nikoloz,Tskitishvili,N. TskitishviliN. Tskitishvili
588,PHX,G/F,"6'6""",260,5/05/1985, P.J.  Tucker,31.9863107461,P.J.,Tucker,P. TuckerP. Tucker
589,FA,F,"6'10""",220,3/19/1979, Hedo  Turkoglu,38.1163586585,Hedo,Turkoglu,H. TurkogluH. Turkoglu
590,BOS,G/F,"6'7""",216,10/27/1988, Evan  Turner,28.5065023956,Evan,Turner,E. TurnerE. Turner
591,IND,F/C,"6'11""",240,3/24/1996, Myles  Turner,21.1006160164,Myles,Turner,M. TurnerM. Turner
592,FA,C,"6'10""",250,6/21/1991, Jeremy  Tyler,25.8590006845,Jeremy,Tyler,J. TylerJ. Tyler
593,FA,F,"6'6""",205,6/18/1992, Chris  Udofia,24.8651608487,Chris,Udofia,C. UdofiaC. Udofia
594,FA,F/C,"6'10""",245,5/20/1987, Ekpe  Udoh,29.9466119097,Ekpe,Udoh,E. UdohE. Udoh
595,MIA,PG,"6'3""",205,7/05/1982, Beno  Udrih,34.8199863107,Beno,Udrih,B. UdrihB. Udrih
596,FA,C,"7'0""",258,1/05/1994, Robert  Upshaw,23.3155373032,Robert,Upshaw,R. UpshawR. Upshaw
597,TOR,C,"7'0""",265,5/06/1992, Jonas  Valanciunas,24.9828884326,Jonas,Valanciunas,J. ValanciunasJ. Valanciunas
598,GS,F/C,"6'11""",273,9/28/1982, Anderson  Varejao,34.5872689938,Anderson,Varejao,A. VarejaoA. Varejao
599,MIL,G,"6'6""",200,1/16/1987, Greivis  Vasquez,30.2861054073,Greivis,Vasquez,G. VasquezG. Vasquez
600,MIL,SG,"6'6""",210,8/16/1996, Rashad  Vaughn,20.7036276523,Rashad,Vaughn,R. VaughnR. Vaughn
601,FA,SF,"6'6""",200,3/22/1996, Juan  Vaulet,21.106091718,Juan,Vaulet,J. VauletJ. Vaulet
602,DAL,PF,"6'11""",238,8/24/1984, Charlie  Villanueva,32.681724846,Charlie,Villanueva,C. VillanuevaC. Villanueva
603,POR,PF,"6'10""",245,8/24/1995, Noah  Vonleh,21.6837782341,Noah,Vonleh,N. VonlehN. Vonleh
604,ORL,F/C,"7'0""",260,10/24/1990, Nikola  Vucevic,26.5160848734,Nikola,Vucevic,N. VucevicN. Vucevic
605,NY,SG,"6'7""",193,3/08/1984, Sasha  Vujacic,33.144421629,Sasha,Vujacic,S. VujacicS. Vujacic
606,MIA,G,"6'4""",220,1/17/1982, Dwyane  Wade,35.2826830938,Dwyane,Wade,D. WadeD. Wade
607,OKC,G/F,"6'4""",225,12/10/1991, Dion  Waiters,25.3880903491,Dion,Waiters,D. WaitersD. Waiters
608,FA,PG,"6'2""",189,8/05/1992, Corey  Walden,24.733744011,Corey,Walden,C. WaldenC. Walden
609,FA,PF,"6'10""",220,12/22/1994, Chris  Walker,22.3545516769,Chris,Walker,C. WalkerC. Walker
610,FA,G/F,"6'6""",235,10/09/1987, Henry  Walker,29.5578370979,Henry,Walker,H. WalkerH. Walker
611,CHA,PG,"6'1""",184,5/08/1990, Kemba  Walker,26.9787816564,Kemba,Walker,K. WalkerK. Walker
612,WSH,PG,"6'4""",195,9/06/1990, John  Wall,26.6475017112,John,Wall,J. WallJ. Wall
613,FA,F,"6'7""",220,7/23/1982, Gerald  Wallace,34.7707049966,Gerald,Wallace,G. WallaceG. Wallace
614,PHX,SF,"6'8""",230,9/05/1993, T.J.  Warren,23.6495550992,T.J.,Warren,T. WarrenT. Warren
615,FA,C,"7'0""",245,6/05/1990, Jason  Washburn,26.9021218344,Jason,Washburn,J. WashburnJ. Washburn
616,FA,SF,"6'8""",210,12/18/1991, Julian  Washburn,25.3661875428,Julian,Washburn,J. WashburnJ. Washburn
617,ORL,PG,"6'2""",175,4/17/1984, C.J.  Watson,33.0349075975,C.J.,Watson,C. WatsonC. Watson
618,FA,PF,"6'10""",230,9/21/1990, Travis  Wear,26.6064339493,Travis,Wear,T. WearT. Wear
619,MIA,PG,"6'2""",165,12/29/1992, Briante  Weber,24.334017796,Briante,Weber,B. WeberB. Weber
620,FA,PG,"6'2""",190,11/29/1988, Corey  Webster,28.4161533196,Corey,Webster,C. WebsterC. Webster
621,WSH,G/F,"6'7""",230,12/04/1986, Martell  Webster,30.4038329911,Martell,Webster,M. WebsterM. Webster
622,PHI,G/F,"6'6""",205,7/08/1986, Sonny  Weems,30.8117727584,Sonny,Weems,S. WeemsS. Weems
623,FA,SF,"6'5""",215,4/15/1992, Dez  Wells,25.0403832991,Dez,Wells,D. WellsD. Wells
624,SA,PF,"6'9""",240,8/29/1980, David  West,36.6680355921,David,West,D. WestD. West
625,FA,SG,"6'4""",196,8/21/1989, Charlie  Westbrook,27.6906228611,Charlie,Westbrook,C. WestbrookC. Westbrook
626,OKC,PG,"6'3""",200,11/12/1988, Russell  Westbrook,28.462696783,Russell,Westbrook,R. WestbrookR. Westbrook
627,FA,PF,"6'9""",210,9/10/1992, Aaron  White,24.6351813826,Aaron,White,A. WhiteA. White
628,FA,G,"6'5""",215,3/07/1990, Terrico  White,27.1485284052,Terrico,White,T. WhiteT. White
629,MIA,C,"7'0""",235,6/13/1989, Hassan  Whiteside,27.8795345654,Hassan,Whiteside,H. WhitesideH. Whiteside
630,FA,PF,"6'8""",212,2/07/1993, Greg  Whittington,24.2245037645,Greg,Whittington,G. WhittingtonG. Whittington
631,IND,C,"6'11""",250,3/27/1991, Shayne  Whittington,26.0944558522,Shayne,Whittington,S. WhittingtonS. Whittington
632,MIN,G/F,"6'8""",200,2/23/1995, Andrew  Wiggins,22.1820670773,Andrew,Wiggins,A. WigginsA. Wiggins
633,FA,SG,"6'6""",192,2/04/1991, Nick  Wiggins,26.2340862423,Nick,Wiggins,N. WigginsN. Wiggins
634,FA,PG,"6'2""",176,4/05/1993, Scottie  Wilbekin,24.0684462697,Scottie,Wilbekin,S. WilbekinS. Wilbekin
635,LAC,SG,"6'5""",195,12/30/1990, C.J.  Wilcox,26.3326488706,C.J.,Wilcox,C. WilcoxC. Wilcox
636,FA,G/F,"6'6""",225,1/11/1980, Damien  Wilkins,37.3004791239,Damien,Wilkins,D. WilkinsD. Wilkins
637,PHX,PF,"6'8""",262,1/28/1993, Alan  Williams,24.2518822724,Alan,Williams,A. WilliamsA. Williams
638,DAL,PG,"6'3""",200,6/26/1984, Deron  Williams,32.8432580424,Deron,Williams,D. WilliamsD. Williams
639,NY,F,"6'8""",240,5/25/1991, Derrick  Williams,25.9329226557,Derrick,Williams,D. WilliamsD. Williams
640,MEM,SG,"6'5""",180,6/20/1989, Elliot  Williams,27.8603696099,Elliot,Williams,E. WilliamsE. Williams
641,LAL,G,"6'1""",175,10/27/1986, Lou  Williams,30.507871321,Lou,Williams,L. WilliamsL. Williams
642,CHA,F,"6'9""",237,6/19/1986, Marvin  Williams,30.8637919233,Marvin,Williams,M. WilliamsM. Williams
643,CLE,G,"6'1""",198,12/19/1982, Mo  Williams,34.3627652293,Mo,Williams,M. WilliamsM. Williams
644,FA,G/F,"6'6""",205,9/14/1986, Reggie  Williams,30.6255989049,Reggie,Williams,R. WilliamsR. Williams
645,FA,F,"6'10""",230,2/16/1986, Shawne  Williams,31.2005475702,Shawne,Williams,S. WilliamsS. Williams
646,FA,PF,"6'7""",230,11/21/1990, Jamil  Wilson,26.4394250513,Jamil,Wilson,J. WilsonJ. Wilson
647,MIA,F,"6'7""",225,3/26/1996, Justise  Winslow,21.0951403149,Justise,Winslow,J. WinslowJ. Winslow
648,UTA,C,"7'0""",222,3/07/1990, Jeff  Withey,27.1485284052,Jeff,Withey,J. WitheyJ. Withey
649,PHI,F/C,"6'11""",220,9/27/1995, Christian  Wood,21.5906913073,Christian,Wood,C. WoodC. Wood
